#tax_id	GeneID	Symbol	LocusTag	Synonyms	dbXrefs	chromosome	map_location	description	type_of_gene	Symbol_from_nomenclature_authority	Full_name_from_nomenclature_authority	Nomenclature_status	Other_designations	Modification_date	Feature_type
192	36107124	AMK58_RS00345	AMK58_RS00345	AMK58_00345	-	-	-	glycerophosphodiester phosphodiesterase	protein-coding	-	-	-	-	20180309	-
192	36107125	AMK58_RS00350	AMK58_RS00350	AMK58_00350	-	-	-	ParB/RepB/Spo0J family partition protein	protein-coding	-	-	-	-	20191025	-
192	36107126	AMK58_RS00355	AMK58_RS00355	AMK58_00355	-	-	-	ParA family protein	protein-coding	-	-	-	-	20180309	-
192	36107127	AMK58_RS00360	AMK58_RS00360	AMK58_00360	-	-	-	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	protein-coding	-	-	-	-	20180309	-
192	36107128	AMK58_RS00365	AMK58_RS00365	AMK58_00365	-	-	-	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	protein-coding	-	-	-	-	20180309	-
192	36107129	AMK58_RS00370	AMK58_RS00370	AMK58_00370	-	-	-	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	protein-coding	-	-	-	-	20180309	-
192	36107130	AMK58_RS00375	AMK58_RS00375	AMK58_00375	-	-	-	ferredoxin	protein-coding	-	-	-	-	20180309	-
192	36107131	AMK58_RS00380	AMK58_RS00380	AMK58_00380	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107132	AMK58_RS00385	AMK58_RS00385	AMK58_00385	-	-	-	thioredoxin domain-containing protein	protein-coding	-	-	-	-	20180309	-
192	36107133	AMK58_RS00390	AMK58_RS00390	AMK58_00390	-	-	-	methylated-DNA--[protein]-cysteine S-methyltransferase	protein-coding	-	-	-	-	20180309	-
192	36107134	AMK58_RS00395	AMK58_RS00395	AMK58_00395	-	-	-	quinone oxidoreductase	protein-coding	-	-	-	-	20180309	-
192	36107135	AMK58_RS00400	AMK58_RS00400	AMK58_00400	-	-	-	DNA polymerase III subunit epsilon	protein-coding	-	-	-	-	20191025	-
192	36107136	AMK58_RS00405	AMK58_RS00405	AMK58_00405	-	-	-	dephospho-CoA kinase	protein-coding	-	-	-	-	20180309	-
192	36107137	AMK58_RS00410	AMK58_RS00410	AMK58_00410	-	-	-	shikimate dehydrogenase	protein-coding	-	-	-	-	20180309	-
192	36107138	AMK58_RS00415	AMK58_RS00415	AMK58_00415	-	-	-	septum formation inhibitor Maf	protein-coding	-	-	-	-	20180309	-
192	36107139	AMK58_RS00420	AMK58_RS00420	AMK58_00420	-	-	-	kinase/pyrophosphorylase	protein-coding	-	-	-	-	20180309	-
192	36107140	AMK58_RS00425	AMK58_RS00425	AMK58_00425	-	-	-	uroporphyrinogen decarboxylase	protein-coding	-	-	-	-	20180309	-
192	36107141	AMK58_RS00430	AMK58_RS00430	AMK58_00430	-	-	-	protoporphyrinogen oxidase HemJ	protein-coding	-	-	-	-	20180309	-
192	36107142	AMK58_RS00435	AMK58_RS00435	AMK58_00435	-	-	-	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	protein-coding	-	-	-	-	20180309	-
192	36107143	AMK58_RS00440	AMK58_RS00440	AMK58_00440	-	-	-	type II toxin-antitoxin system death-on-curing family toxin	protein-coding	-	-	-	-	20191025	-
192	36107144	AMK58_RS00445	AMK58_RS00445	AMK58_00445	-	-	-	carbonate dehydratase	protein-coding	-	-	-	-	20180309	-
192	36107145	AMK58_RS00450	AMK58_RS00450	AMK58_00450	-	-	-	transcription termination factor Rho	protein-coding	-	-	-	-	20180309	-
192	36107146	AMK58_RS00455	AMK58_RS00455	AMK58_00455	-	-	-	protein-export chaperone SecB	protein-coding	-	-	-	-	20191025	-
192	36107147	AMK58_RS00460	AMK58_RS00460	AMK58_00460	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107148	AMK58_RS00465	AMK58_RS00465	AMK58_00465	-	-	-	Tim44 domain-containing protein	protein-coding	-	-	-	-	20180309	-
192	36107149	AMK58_RS00470	AMK58_RS00470	AMK58_00470	-	-	-	murein transglycosylase	protein-coding	-	-	-	-	20191025	-
192	36107150	AMK58_RS00475	AMK58_RS00475	AMK58_00475	-	-	-	DUF1206 domain-containing protein	protein-coding	-	-	-	-	20191025	-
192	36107151	AMK58_RS00480	AMK58_RS00480	AMK58_00480	-	-	-	histidine triad nucleotide-binding protein	protein-coding	-	-	-	-	20180309	-
192	36107152	AMK58_RS00485	AMK58_RS00485	AMK58_00485	-	-	-	phosphoribosyl-ATP pyrophosphatase	protein-coding	-	-	-	-	20180309	-
192	36107153	AMK58_RS00490	AMK58_RS00490	AMK58_00490	-	-	-	imidazole glycerol phosphate synthase cyclase subunit	protein-coding	-	-	-	-	20180309	-
192	36107154	AMK58_RS00495	AMK58_RS00495	AMK58_00495	-	-	-	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	protein-coding	-	-	-	-	20180309	-
192	36107155	AMK58_RS00500	AMK58_RS00500	AMK58_00500	-	-	-	N-acetyltransferase	protein-coding	-	-	-	-	20180309	-
192	36107156	AMK58_RS00505	AMK58_RS00505	AMK58_00505	-	-	-	imidazole glycerol phosphate synthase subunit HisH	protein-coding	-	-	-	-	20180309	-
192	36107157	AMK58_RS00510	AMK58_RS00510	AMK58_00510	-	-	-	imidazoleglycerol-phosphate dehydratase HisB	protein-coding	-	-	-	-	20180309	-
192	36107158	AMK58_RS00515	AMK58_RS00515	AMK58_00515	-	-	-	serine protease	protein-coding	-	-	-	-	20191025	-
192	36107159	AMK58_RS00520	AMK58_RS00520	AMK58_00520	-	-	-	ATP-dependent protease subunit HslV	protein-coding	-	-	-	-	20180309	-
192	36107160	AMK58_RS00525	AMK58_RS00525	AMK58_00525	-	-	-	ATP-dependent protease ATPase subunit HslU	protein-coding	-	-	-	-	20180309	-
192	36107161	AMK58_RS00530	AMK58_RS00530	AMK58_00530	-	-	-	ABC transporter ATP-binding protein	protein-coding	-	-	-	-	20180309	-
192	36107162	AMK58_RS00535	AMK58_RS00535	AMK58_00535	-	-	-	PAS domain-containing sensor histidine kinase	protein-coding	-	-	-	-	20191025	-
192	36107163	AMK58_RS00540	AMK58_RS00540	AMK58_00540	-	-	-	XRE family transcriptional regulator	protein-coding	-	-	-	-	20191025	-
192	36107164	AMK58_RS00545	AMK58_RS00545	AMK58_00545	-	-	-	DNA mismatch repair protein MutS	protein-coding	-	-	-	-	20191025	-
192	36107165	AMK58_RS00550	AMK58_RS00550	AMK58_00550	-	-	-	lactate dehydrogenase	protein-coding	-	-	-	-	20180309	-
192	36107166	AMK58_RS00555	AMK58_RS00555	AMK58_00555	-	-	-	iron-sulfur cluster-binding protein	protein-coding	-	-	-	-	20180309	-
192	36107167	AMK58_RS00560	AMK58_RS00560	AMK58_00560	-	-	-	(Fe-S)-binding protein	protein-coding	-	-	-	-	20180309	-
192	36107168	AMK58_RS00565	AMK58_RS00565	AMK58_00565	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107169	AMK58_RS00570	AMK58_RS00570	AMK58_00570	-	-	-	amino acid transporter	protein-coding	-	-	-	-	20180309	-
192	36107170	AMK58_RS00575	AMK58_RS00575	AMK58_00575	-	-	-	transcriptional regulator ArgP	protein-coding	-	-	-	-	20180309	-
192	36107171	AMK58_RS00580	AMK58_RS00580	AMK58_00580	-	-	-	zinc ABC transporter permease subunit ZnuB	protein-coding	-	-	-	-	20191025	-
192	36107172	AMK58_RS00585	AMK58_RS00585	AMK58_00585	-	-	-	zinc ABC transporter ATP-binding protein ZnuC	protein-coding	-	-	-	-	20191025	-
192	36107173	AMK58_RS00590	AMK58_RS00590	AMK58_00590	-	-	-	zinc ABC transporter substrate-binding protein ZnuA	protein-coding	-	-	-	-	20191025	-
192	36107174	AMK58_RS00595	AMK58_RS00595	AMK58_00595	-	-	-	4-hydroxy-tetrahydrodipicolinate reductase	protein-coding	-	-	-	-	20180309	-
192	36107175	AMK58_RS00600	AMK58_RS00600	AMK58_00600	-	-	-	6-O-methylguanine DNA methyltransferase	protein-coding	-	-	-	-	20191025	-
192	36107176	AMK58_RS00605	AMK58_RS00605	AMK58_00605	-	-	-	DUF2244 domain-containing protein	protein-coding	-	-	-	-	20191025	-
192	36107177	AMK58_RS00610	AMK58_RS00610	AMK58_00610	-	-	-	endonuclease III	protein-coding	-	-	-	-	20180309	-
192	36107178	AMK58_RS00615	AMK58_RS00615	AMK58_00615	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107179	AMK58_RS00620	AMK58_RS00620	AMK58_00620	-	-	-	membrane protein	protein-coding	-	-	-	-	20191025	-
192	36107180	AMK58_RS00625	AMK58_RS00625	AMK58_00625	-	-	-	adenosine kinase	protein-coding	-	-	-	-	20180309	-
192	36107181	AMK58_RS00630	AMK58_RS00630	AMK58_00630	-	-	-	sulfite exporter TauE/SafE family protein	protein-coding	-	-	-	-	20180309	-
192	36107182	AMK58_RS00635	AMK58_RS00635	AMK58_00635	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107183	AMK58_RS00640	AMK58_RS00640	AMK58_00640	-	-	-	universal stress protein	protein-coding	-	-	-	-	20180309	-
192	36107184	AMK58_RS00645	AMK58_RS00645	AMK58_00645	-	-	-	methyltransferase domain-containing protein	protein-coding	-	-	-	-	20180309	-
192	36107185	AMK58_RS00650	AMK58_RS00650	AMK58_00650	-	-	-	adenylate/guanylate cyclase domain-containing protein	protein-coding	-	-	-	-	20180309	-
192	36107186	AMK58_RS00655	AMK58_RS00655	AMK58_00655	-	-	-	NifU family protein	protein-coding	-	-	-	-	20191025	-
192	36107187	AMK58_RS00660	AMK58_RS00660	AMK58_00660	-	-	-	chitin deacetylase	protein-coding	-	-	-	-	20180309	-
192	36107188	AMK58_RS00665	AMK58_RS00665	AMK58_00665	-	-	-	D-alanyl-D-alanine dipeptidase	protein-coding	-	-	-	-	20191025	-
192	36107189	AMK58_RS00670	AMK58_RS00670	AMK58_00670	-	-	-	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	protein-coding	-	-	-	-	20180309	-
192	36107190	AMK58_RS00675	AMK58_RS00675	AMK58_00675	-	-	-	GNAT family N-acetyltransferase	protein-coding	-	-	-	-	20191025	-
192	36107191	AMK58_RS00680	AMK58_RS00680	AMK58_00680	-	-	-	sulfurtransferase TusA family protein	protein-coding	-	-	-	-	20180309	-
192	36107192	AMK58_RS00685	AMK58_RS00685	AMK58_00685	-	-	-	MucR family transcriptional regulator	protein-coding	-	-	-	-	20191025	-
192	36107193	AMK58_RS00690	AMK58_RS00690	AMK58_00690	-	-	-	GNAT family N-acetyltransferase	protein-coding	-	-	-	-	20191025	-
192	36107194	AMK58_RS00695	AMK58_RS00695	AMK58_00695	-	-	-	1-acyl-sn-glycerol-3-phosphate acyltransferase	protein-coding	-	-	-	-	20180309	-
192	36107195	AMK58_RS00700	AMK58_RS00700	AMK58_00700	-	-	-	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	protein-coding	-	-	-	-	20180309	-
192	36107196	AMK58_RS00705	AMK58_RS00705	AMK58_00705	-	-	-	PhoH family protein	protein-coding	-	-	-	-	20180309	-
192	36107197	AMK58_RS00710	AMK58_RS00710	AMK58_00710	-	-	-	rRNA maturation RNase YbeY	protein-coding	-	-	-	-	20180309	-
192	36107198	AMK58_RS00715	AMK58_RS00715	AMK58_00715	-	-	-	HlyC/CorC family transporter	protein-coding	-	-	-	-	20180309	-
192	36107199	AMK58_RS00720	AMK58_RS00720	AMK58_00720	-	-	-	apolipoprotein N-acyltransferase	protein-coding	-	-	-	-	20180309	-
192	36107200	AMK58_RS00725	AMK58_RS00725	AMK58_00725	-	-	-	XRE family transcriptional regulator	protein-coding	-	-	-	-	20180309	-
192	36107201	AMK58_RS00730	AMK58_RS00730	AMK58_00730	-	-	-	methionine adenosyltransferase	protein-coding	-	-	-	-	20180309	-
192	36107202	AMK58_RS00735	AMK58_RS00735	AMK58_00735	-	-	-	tRNA (guanosine(46)-N7)-methyltransferase TrmB	protein-coding	-	-	-	-	20180309	-
192	36107203	AMK58_RS29320	AMK58_RS29320	-	-	-	-	antibiotic biosynthesis monooxygenase	protein-coding	-	-	-	-	20180309	-
192	36107204	AMK58_RS00745	AMK58_RS00745	AMK58_00745	-	-	-	ribosome maturation factor RimP	protein-coding	-	-	-	-	20180309	-
192	36107205	AMK58_RS00750	AMK58_RS00750	AMK58_00750	-	-	-	transcription termination/antitermination protein NusA	protein-coding	-	-	-	-	20180309	-
192	36107206	AMK58_RS00755	AMK58_RS00755	AMK58_00755	-	-	-	RNA-binding protein	protein-coding	-	-	-	-	20191025	-
192	36107207	AMK58_RS00760	AMK58_RS00760	AMK58_00760	-	-	-	translation initiation factor IF-2	protein-coding	-	-	-	-	20191025	-
192	36107208	AMK58_RS00765	AMK58_RS00765	AMK58_00765	-	-	-	30S ribosome-binding factor RbfA	protein-coding	-	-	-	-	20180309	-
192	36107209	AMK58_RS00770	AMK58_RS00770	AMK58_00770	-	-	-	tRNA pseudouridine(55) synthase TruB	protein-coding	-	-	-	-	20180309	-
192	36107210	AMK58_RS00775	AMK58_RS00775	AMK58_00775	-	-	-	30S ribosomal protein S15	protein-coding	-	-	-	-	20180309	-
192	36107211	AMK58_RS00780	AMK58_RS00780	AMK58_00780	-	-	-	polyribonucleotide nucleotidyltransferase	protein-coding	-	-	-	-	20180309	-
192	36107212	AMK58_RS00785	AMK58_RS00785	AMK58_00785	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107213	AMK58_RS00790	AMK58_RS00790	AMK58_00790	-	-	-	flagellar biosynthesis protein FlgM	protein-coding	-	-	-	-	20180309	-
192	36107214	AMK58_RS00795	AMK58_RS00795	AMK58_00795	-	-	-	tryptophan-rich sensory protein	protein-coding	-	-	-	-	20191025	-
192	36107215	AMK58_RS00800	AMK58_RS00800	AMK58_00800	-	-	-	lysine-2,3-aminomutase-like protein	protein-coding	-	-	-	-	20191025	-
192	36107216	AMK58_RS00805	AMK58_RS00805	AMK58_00805	-	-	-	glycerophosphoryl diester phosphodiesterase	protein-coding	-	-	-	-	20180309	-
192	36107217	AMK58_RS00810	AMK58_RS00810	AMK58_00810	-	-	-	2-nitropropane dioxygenase	protein-coding	-	-	-	-	20180521	-
192	36107218	AMK58_RS00815	AMK58_RS00815	AMK58_00815	-	-	-	transcriptional repressor	protein-coding	-	-	-	-	20180309	-
192	36107219	AMK58_RS00820	AMK58_RS00820	AMK58_00820	-	-	-	rubrerythrin	protein-coding	-	-	-	-	20191025	-
192	36107220	AMK58_RS00825	AMK58_RS00825	AMK58_00825	-	-	-	DUF3501 domain-containing protein	protein-coding	-	-	-	-	20180309	-
192	36107221	AMK58_RS00830	AMK58_RS00830	AMK58_00830	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107222	AMK58_RS00835	AMK58_RS00835	AMK58_00835	-	-	-	D-glycerate dehydrogenase	protein-coding	-	-	-	-	20180309	-
192	36107223	AMK58_RS00840	AMK58_RS00840	AMK58_00840	-	-	-	Uma2 family endonuclease	protein-coding	-	-	-	-	20180309	-
192	36107224	AMK58_RS00845	AMK58_RS00845	AMK58_00845	-	-	-	GNAT family N-acetyltransferase	protein-coding	-	-	-	-	20191025	-
192	36107225	AMK58_RS00850	AMK58_RS00850	AMK58_00850	-	-	-	L-lactate dehydrogenase	protein-coding	-	-	-	-	20191025	-
192	36107226	AMK58_RS00855	AMK58_RS00855	AMK58_00855	-	-	-	inorganic diphosphatase	protein-coding	-	-	-	-	20180309	-
192	36107227	AMK58_RS00860	AMK58_RS00860	AMK58_00860	-	-	-	ABC transporter substrate-binding protein	protein-coding	-	-	-	-	20180309	-
192	36107228	AMK58_RS00865	AMK58_RS00865	AMK58_00865	-	-	-	cytidylate kinase-like family protein	protein-coding	-	-	-	-	20191025	-
192	36107229	AMK58_RS00870	AMK58_RS00870	AMK58_00870	-	-	-	2-polyprenylphenol 6-hydroxylase	protein-coding	-	-	-	-	20191025	-
192	36107230	ubiE	AMK58_RS00875	AMK58_00875	-	-	-	class I SAM-dependent methyltransferase	protein-coding	-	-	-	-	20180309	-
192	36107231	AMK58_RS00880	AMK58_RS00880	AMK58_00880	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107232	AMK58_RS00885	AMK58_RS00885	AMK58_00885	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107233	AMK58_RS00890	AMK58_RS00890	AMK58_00890	-	-	-	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	protein-coding	-	-	-	-	20180309	-
192	36107234	AMK58_RS00895	AMK58_RS00895	AMK58_00895	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107235	AMK58_RS00900	AMK58_RS00900	AMK58_00900	-	-	-	enoyl-CoA hydratase	protein-coding	-	-	-	-	20180309	-
192	36107236	AMK58_RS00905	AMK58_RS00905	AMK58_00905	-	-	-	30S ribosomal protein S20	protein-coding	-	-	-	-	20180309	-
192	36107237	AMK58_RS00910	AMK58_RS00910	AMK58_00910	-	-	-	chromosomal replication initiator protein DnaA	protein-coding	-	-	-	-	20180309	-
192	36107238	AMK58_RS00915	AMK58_RS00915	AMK58_00915	-	-	-	spermidine/putrescine ABC transporter substrate-binding protein	protein-coding	-	-	-	-	20191025	-
192	36107239	AMK58_RS00920	AMK58_RS00920	AMK58_00920	-	-	-	ABC transporter ATP-binding protein	protein-coding	-	-	-	-	20180309	-
192	36107240	AMK58_RS00925	AMK58_RS00925	AMK58_00925	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107241	AMK58_RS00930	AMK58_RS00930	AMK58_00930	-	-	-	DUF1775 domain-containing protein	protein-coding	-	-	-	-	20191025	-
192	36107242	AMK58_RS00935	AMK58_RS00935	AMK58_00935	-	-	-	DUF2946 domain-containing protein	protein-coding	-	-	-	-	20180308	-
192	36107243	AMK58_RS00940	AMK58_RS00940	AMK58_00940	-	-	-	ABC transporter permease	protein-coding	-	-	-	-	20180309	-
192	36107244	AMK58_RS00945	AMK58_RS00945	AMK58_00945	-	-	-	ABC transporter permease	protein-coding	-	-	-	-	20180309	-
192	36107245	AMK58_RS00950	AMK58_RS00950	AMK58_00950	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107246	AMK58_RS00955	AMK58_RS00955	AMK58_00955	-	-	-	acyl-CoA thioesterase	protein-coding	-	-	-	-	20180309	-
192	36107247	AMK58_RS00960	AMK58_RS00960	AMK58_00960	-	-	-	multicopper oxidase family protein	protein-coding	-	-	-	-	20180309	-
192	36107248	AMK58_RS00965	AMK58_RS00965	AMK58_00965	-	-	-	class I SAM-dependent RNA methyltransferase	protein-coding	-	-	-	-	20191025	-
192	36107249	AMK58_RS00970	AMK58_RS00970	AMK58_00970	-	-	-	class I SAM-dependent rRNA methyltransferase	protein-coding	-	-	-	-	20180309	-
192	36107250	AMK58_RS00975	AMK58_RS00975	AMK58_00975	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107251	AMK58_RS00980	AMK58_RS00980	AMK58_00980	-	-	-	cytochrome-c oxidase, cbb3-type subunit I	protein-coding	-	-	-	-	20180309	-
192	36107252	AMK58_RS00985	AMK58_RS00985	AMK58_00985	-	-	-	cytochrome-c oxidase, cbb3-type subunit II	protein-coding	-	-	-	-	20191025	-
192	36107253	AMK58_RS00990	AMK58_RS00990	AMK58_00990	-	-	-	CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone	protein-coding	-	-	-	-	20191025	-
192	36107254	AMK58_RS00995	AMK58_RS00995	AMK58_00995	-	-	-	cytochrome-c oxidase, cbb3-type subunit III	protein-coding	-	-	-	-	20191025	-
192	36107255	AMK58_RS01000	AMK58_RS01000	AMK58_01000	-	-	-	cytochrome c oxidase accessory protein CcoG	protein-coding	-	-	-	-	20191025	-
192	36107256	AMK58_RS01005	AMK58_RS01005	AMK58_01005	-	-	-	integral membrane protein linked to a cation pump	protein-coding	-	-	-	-	20191025	-
192	36107257	AMK58_RS01010	AMK58_RS01010	AMK58_01010	-	-	-	cadmium-translocating P-type ATPase	protein-coding	-	-	-	-	20191025	-
192	36107258	AMK58_RS29325	AMK58_RS29325	-	-	-	-	cbb3-type cytochrome oxidase assembly protein CcoS	protein-coding	-	-	-	-	20180309	-
192	36107259	AMK58_RS01015	AMK58_RS01015	AMK58_01015	-	-	-	Crp/Fnr family transcriptional regulator	protein-coding	-	-	-	-	20180309	-
192	36107260	AMK58_RS01020	AMK58_RS01020	AMK58_01020	-	-	-	NADP-dependent malic enzyme	protein-coding	-	-	-	-	20180309	-
192	36107261	AMK58_RS01025	AMK58_RS01025	AMK58_01025	-	-	-	PAS domain-containing sensor histidine kinase	protein-coding	-	-	-	-	20180309	-
192	36107262	AMK58_RS01030	AMK58_RS01030	AMK58_01030	-	-	-	phosphate ABC transporter substrate-binding protein	protein-coding	-	-	-	-	20180309	-
192	36107263	AMK58_RS01035	AMK58_RS01035	AMK58_01035	-	-	-	phosphate ABC transporter permease subunit PstC	protein-coding	-	-	-	-	20191025	-
192	36107264	AMK58_RS01040	AMK58_RS01040	AMK58_01040	-	-	-	phosphate ABC transporter permease PtsA	protein-coding	-	-	-	-	20180309	-
192	36107265	AMK58_RS01045	AMK58_RS01045	AMK58_01045	-	-	-	phosphate ABC transporter ATP-binding protein	protein-coding	-	-	-	-	20180309	-
192	36107266	AMK58_RS01050	AMK58_RS01050	AMK58_01050	-	-	-	phosphate transport system regulatory protein PhoU	protein-coding	-	-	-	-	20180309	-
192	36107267	AMK58_RS01055	AMK58_RS01055	AMK58_01055	-	-	-	phosphate regulon transcriptional regulatory protein PhoB	protein-coding	-	-	-	-	20191025	-
192	36107268	AMK58_RS01060	AMK58_RS01060	AMK58_01060	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107269	AMK58_RS01065	AMK58_RS01065	AMK58_01065	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107270	AMK58_RS01070	AMK58_RS01070	AMK58_01070	-	-	-	molybdopterin-synthase adenylyltransferase MoeB	protein-coding	-	-	-	-	20191025	-
192	36107271	AMK58_RS01075	AMK58_RS01075	AMK58_01075	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107272	AMK58_RS01080	AMK58_RS01080	AMK58_01080	-	-	-	cysteine synthase A	protein-coding	-	-	-	-	20180309	-
192	36107273	AMK58_RS01085	AMK58_RS01085	AMK58_01085	-	-	-	Rrf2 family transcriptional regulator	protein-coding	-	-	-	-	20191025	-
192	36107274	AMK58_RS01090	AMK58_RS01090	AMK58_01090	-	-	-	dUTP diphosphatase	protein-coding	-	-	-	-	20180309	-
192	36107275	AMK58_RS01095	AMK58_RS01095	AMK58_01095	-	-	-	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	protein-coding	-	-	-	-	20180309	-
192	36107276	AMK58_RS01100	AMK58_RS01100	AMK58_01100	-	-	-	sigma-54-dependent Fis family transcriptional regulator	protein-coding	-	-	-	-	20180309	-
192	36107277	AMK58_RS01105	AMK58_RS01105	AMK58_01105	-	-	-	cold-shock protein	protein-coding	-	-	-	-	20180309	-
192	36107278	AMK58_RS01110	AMK58_RS01110	AMK58_01110	-	-	-	hybrid sensor histidine kinase/response regulator	protein-coding	-	-	-	-	20191025	-
192	36107279	AMK58_RS01115	AMK58_RS01115	AMK58_01115	-	-	-	metal ABC transporter permease	protein-coding	-	-	-	-	20180309	-
192	36107280	AMK58_RS01120	AMK58_RS01120	AMK58_01120	-	-	-	metal ABC transporter permease	protein-coding	-	-	-	-	20180309	-
192	36107281	AMK58_RS01125	AMK58_RS01125	AMK58_01125	-	-	-	ABC transporter ATP-binding protein	protein-coding	-	-	-	-	20180309	-
192	36107282	AMK58_RS01130	AMK58_RS01130	AMK58_01130	-	-	-	manganese transporter	protein-coding	-	-	-	-	20191025	-
192	36107283	AMK58_RS01135	AMK58_RS01135	AMK58_01135	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107284	AMK58_RS01140	AMK58_RS01140	AMK58_01140	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107285	AMK58_RS01145	AMK58_RS01145	AMK58_01145	-	-	-	HAD-IB family hydrolase	protein-coding	-	-	-	-	20180309	-
192	36107286	AMK58_RS01150	AMK58_RS01150	AMK58_01150	-	-	-	pseudo	pseudo	-	-	-	-	20180308	-
192	36107287	AMK58_RS01155	AMK58_RS01155	AMK58_01155	-	-	-	transcriptional repressor	protein-coding	-	-	-	-	20180309	-
192	36107288	AMK58_RS01160	AMK58_RS01160	AMK58_01160	-	-	-	transglutaminase family protein	protein-coding	-	-	-	-	20180309	-
192	36107289	AMK58_RS01165	AMK58_RS01165	AMK58_01165	-	-	-	histidine kinase	protein-coding	-	-	-	-	20191025	-
192	36107290	AMK58_RS01170	AMK58_RS01170	AMK58_01170	-	-	-	molecular chaperone HtpG	protein-coding	-	-	-	-	20180309	-
192	36107291	AMK58_RS01175	AMK58_RS01175	AMK58_01175	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107292	AMK58_RS01180	AMK58_RS01180	AMK58_01180	-	-	-	disulfide oxidoreductase	protein-coding	-	-	-	-	20191025	-
192	36107293	AMK58_RS01185	AMK58_RS01185	AMK58_01185	-	-	-	RNA-binding S4 domain-containing protein	protein-coding	-	-	-	-	20180309	-
192	36107294	AMK58_RS01190	AMK58_RS01190	AMK58_01190	-	-	-	TerC family protein	protein-coding	-	-	-	-	20180309	-
192	36107295	AMK58_RS01195	AMK58_RS01195	AMK58_01195	-	-	-	CBS domain-containing protein	protein-coding	-	-	-	-	20191025	-
192	36107296	AMK58_RS01200	AMK58_RS01200	AMK58_01200	-	-	-	DUF938 domain-containing protein	protein-coding	-	-	-	-	20191025	-
192	36107297	AMK58_RS01205	AMK58_RS01205	AMK58_01205	-	-	-	MFS transporter	protein-coding	-	-	-	-	20180309	-
192	36107298	AMK58_RS01210	AMK58_RS01210	AMK58_01210	-	-	-	LysR family transcriptional regulator	protein-coding	-	-	-	-	20191025	-
192	36107299	AMK58_RS01215	AMK58_RS01215	AMK58_01215	-	-	-	ferredoxin family protein	protein-coding	-	-	-	-	20191025	-
192	36107300	AMK58_RS01220	AMK58_RS01220	AMK58_01220	-	-	-	CarD family transcriptional regulator	protein-coding	-	-	-	-	20191025	-
192	36107301	AMK58_RS01225	AMK58_RS01225	AMK58_01225	-	-	-	prolyl aminopeptidase	protein-coding	-	-	-	-	20191025	-
192	36107302	AMK58_RS01230	AMK58_RS01230	AMK58_01230	-	-	-	nuclease	protein-coding	-	-	-	-	20191025	-
192	36107303	AMK58_RS01235	AMK58_RS01235	AMK58_01235	-	-	-	peptidase	protein-coding	-	-	-	-	20180521	-
192	36107304	AMK58_RS01240	AMK58_RS01240	AMK58_01240	-	-	-	adenylate/guanylate cyclase domain-containing protein	protein-coding	-	-	-	-	20191025	-
192	36107305	AMK58_RS01245	AMK58_RS01245	AMK58_01245	-	-	-	RNA polymerase factor sigma-32	protein-coding	-	-	-	-	20191025	-
192	36107306	AMK58_RS01250	AMK58_RS01250	AMK58_01250	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107307	AMK58_RS01255	AMK58_RS01255	AMK58_01255	-	-	-	50S ribosomal protein L35	protein-coding	-	-	-	-	20180309	-
